derive	to obtain or develop something from a particular source | Pattern: derive + noun + from + noun | Example: The estimate was derived from three independent data sources, which gave the reviewers a clearer basis for evaluating the conclusion. | Pronunciation: IPA (stress shown separately): /dɚaɪv/ Stress syllable 2 of 2. For /v/, touch the upper teeth to the lower lip; do not replace it with /b/. Let /aɪ/ glide smoothly, as in my. Keep the final /v/ audible.
design	a plan of something or how its parts are arranged | Pattern: design of/for + object | Example: The bridge design balances strength, cost, and safety, which gave the group enough daylight to complete the route safely. | Pronunciation: IPA (stress shown separately): /dɪzaɪn/ Stress syllable 2 of 2. Keep /ɪ/ short and relaxed, as in sit. Let /aɪ/ glide smoothly, as in my. Keep the final /n/ audible.
despite	without taking notice of or being influenced by | Pattern: despite + noun/gerund | Example: Despite the delay, the team completed the project before the final deadline, which helped the manager assign the next responsibility accurately. | Pronunciation: IPA (stress shown separately): /dɪspaɪt/ Stress syllable 2 of 2. Keep /ɪ/ short and relaxed, as in sit. Let /aɪ/ glide smoothly, as in my. Keep the final /t/ audible.
detect	to notice or discover something, often with a test or instrument | Pattern: detect + noun | Example: The sensor detected a small change in temperature, which gave the people involved a clearer basis for the next step. | Pronunciation: IPA (stress shown separately): /dɪtɛkt/ Stress syllable 2 of 2. Keep /ɪ/ short and relaxed, as in sit. Keep the final /t/ audible.
deviation	difference from the norm or what is usual or expected | Pattern: deviation from + norm/value | Example: The analyst investigated a large deviation from the expected value, which gave the people involved a clearer basis for the next step. | Pronunciation: IPA (stress shown separately): /divieɪʃən/ Stress syllable 3 of 4. Use a clear /ʃ/ “sh” sound. For /v/, touch the upper teeth to the lower lip; do not replace it with /b/. Keep the final /n/ audible.
device	scheme or thing invented for a specific purpose | Pattern: device for + gerund; device used to + verb | Example: The device measures temperature and sends the data wirelessly, which gave the reviewers a clearer basis for evaluating the conclusion. | Pronunciation: IPA (stress shown separately): /dɪvaɪs/ Stress syllable 2 of 2. For /v/, touch the upper teeth to the lower lip; do not replace it with /b/. Keep /ɪ/ short and relaxed, as in sit. Let /aɪ/ glide smoothly, as in my. Keep the final /s/ audible.
devote	to give time, effort, or space to a particular purpose | Pattern: devote + noun + to + noun/gerund | Example: The final section is devoted to the study’s limitations, which gave the reviewers a clearer basis for evaluating the conclusion. | Pronunciation: IPA (stress shown separately): /dɪvoʊt/ Stress syllable 2 of 2. For /v/, touch the upper teeth to the lower lip; do not replace it with /b/. Keep /ɪ/ short and relaxed, as in sit. Keep the final /t/ audible.
differentiation	the process of making something different | Pattern: differentiation between + things | Example: Differentiation allows teachers to adjust support for different learner needs, which gave the teacher clearer information for the following lesson. | Pronunciation: IPA (stress shown separately): /dɪfɚɛnʃieɪʃən/ Stress syllable 5 of 6. Use a clear /ʃ/ “sh” sound. Keep short /ɪ/ distinct from long /i/. Keep the final /n/ audible.
dimension	one measurable aspect or important part of something | Pattern: dimension of + object/problem | Example: The diagram lists the dimensions of the storage container, which gave the people involved a clearer basis for the next step. | Pronunciation: IPA (stress shown separately): /dɪmɛnʃən/ Stress syllable 2 of 3. Use a clear /ʃ/ “sh” sound. Keep /ɪ/ short and relaxed, as in sit. Keep the final /n/ audible.
diminish	to become smaller, weaker, or less important | Pattern: diminish; diminish + noun | Example: Student participation diminished as the discussion became less structured, which gave the teacher clearer information for the following lesson. | Pronunciation: IPA (stress shown separately): /dɪmɪnɪʃ/ Stress syllable 2 of 3. Use a clear /ʃ/ “sh” sound. Keep /ɪ/ short and relaxed, as in sit. Keep the final /ʃ/ audible.
discretion	the freedom or authority to make a judgment in a particular situation | Pattern: discretion to + verb; discretion in + gerund | Example: Managers have some discretion in how they schedule staff. | Pronunciation: IPA (stress shown separately): /dɪskrɛʃən/ Stress syllable 2 of 3. Use a clear /ʃ/ “sh” sound. Keep /ɪ/ short and relaxed, as in sit. Keep the final /n/ audible.
discrimination	biased and unfair treatment of a person or group | Pattern: discrimination against + group | Example: The law prohibits discrimination based on race, sex, or disability, which allowed the board to explain the decision more transparently. | Pronunciation: IPA (stress shown separately): /dɪskrɪməneɪʃən/ Stress syllable 4 of 5. Use a clear /ʃ/ “sh” sound. Keep /ɪ/ short and relaxed, as in sit. Keep the final /n/ audible.
displacement	movement of people or thing away from a place | Pattern: displacement of + people/object | Example: The earthquake caused the displacement of thousands of residents, which allowed the board to explain the decision more transparently. | Pronunciation: IPA (stress shown separately): /dɪspleɪsmənt/ Stress syllable 2 of 3. Keep /ɪ/ short and relaxed, as in sit. Keep the final /t/ audible.
display	show, or arrange something to be seen | Pattern: display + noun | Example: The dashboard displays attendance trends by month and grade level, so the class could connect the idea to the next activity. | Pronunciation: IPA (stress shown separately): /dɪspleɪ/ Stress syllable 2 of 2. Keep /ɪ/ short and relaxed, as in sit.
disposal	the process of getting rid of something | Pattern: disposal of + material | Example: Because the lesson compared substances according to their chemical structure, the laboratory follows strict rules for chemical disposal. | Pronunciation: IPA (stress shown separately): /dɪspoʊzəl/ Stress syllable 2 of 3. Keep /ɪ/ short and relaxed, as in sit. Keep the final /l/ audible.
distinction	a specific difference between two similar things | Pattern: distinction between + nouns | Example: The lesson explains the distinction between correlation and causation, which gave the teacher clearer information for the following lesson. | Pronunciation: IPA (stress shown separately): /dɪstɪŋkʃən/ Stress syllable 2 of 3. Use a clear /ʃ/ “sh” sound. Keep /ɪ/ short and relaxed, as in sit. Keep the final /n/ audible.
distortion	change of shape, or inaccurate description or reporting | Pattern: distortion of + image/information | Example: The graph’s unequal scale created a misleading distortion of the trend, which gave the reviewers a clearer basis for evaluating the conclusion. | Pronunciation: IPA (stress shown separately): /dɪstɔrʃən/ Stress syllable 2 of 3. Use a clear /ʃ/ “sh” sound. Keep /ɪ/ short and relaxed, as in sit. Keep the final /n/ audible.
distribution	the way in which things or people are spread about | Pattern: distribution of + noun; distribution across + groups | Example: The chart shows the distribution of test scores across the class, so the department could see both the typical performance and the wider variation among students. | Pronunciation: IPA (stress shown separately): /dɪstrəbjuʃən/ Stress syllable 3 of 4. Use a clear /ʃ/ “sh” sound. For /b/, close both lips completely. Keep /ɪ/ short and relaxed, as in sit. Keep the final /n/ audible.
diversity	variety of opinions, styles, social groups or living things | Pattern: diversity of/within + group | Example: The committee valued the diversity of experiences represented on the team, which helped the manager assign the next responsibility accurately. | Pronunciation: IPA (stress shown separately): /dɪvɝsɪti/ Stress syllable 2 of 4. For /v/, touch the upper teeth to the lower lip; do not replace it with /b/. Keep short /ɪ/ distinct from long /i/.
document	to record the details of a process or event | Pattern: document + noun | Example: Students documented each step of the experiment in their laboratory notebooks, which gave the teacher clearer information for the following lesson. | Pronunciation: IPA (stress shown separately): /dɑkjəmɛnt/ Stress syllable 1 of 3. Keep the final /t/ audible.
domain	an area of knowledge, activity, or responsibility | Pattern: domain of + knowledge/activity | Example: Statistics belongs to the broader domain of applied mathematics, which gave the people involved a clearer basis for the next step. | Pronunciation: IPA (stress shown separately): /doʊmeɪn/ Stress syllable 2 of 2. Keep the final /n/ audible.
domestic	relating to home or country | Pattern: domestic + noun | Example: The report compares domestic production with imported goods, so the audience could understand the intended point without guessing. | Pronunciation: IPA (stress shown separately): /dəmɛstɪk/ Stress syllable 2 of 3. Keep /ɪ/ short and relaxed, as in sit. Keep the final /k/ audible.
dominant	stronger than others of the same group or type | Pattern: dominant + noun; become dominant | Example: One explanation became dominant even though several alternatives remained possible. | Pronunciation: IPA (stress shown separately): /dɑmənənt/ Stress syllable 1 of 3. Keep the final /t/ audible.
draft	a piece of text or plan which is not in its final form | Pattern: draft of + document | Example: She sent the first draft to her colleagues for feedback, so the group could make the next decision with clearer information. | Pronunciation: IPA (stress shown separately): /dræft/ Stress syllable 1 of 1. Keep the final /t/ audible.
dramatic	exciting, outstanding, or very sudden | Pattern: dramatic + noun | Example: The intervention produced a dramatic increase in course completion, which prompted the school to examine whether the improvement would continue over time. | Pronunciation: IPA (stress shown separately): /drəmætɪk/ Stress syllable 2 of 3. Keep /ɪ/ short and relaxed, as in sit. Keep the final /k/ audible.
duration	period of time that something lasts | Pattern: duration of + event | Example: The duration of the experiment was exactly thirty minutes, which gave the reviewers a clearer basis for evaluating the conclusion. | Pronunciation: IPA (stress shown separately): /dʊreɪʃən/ Stress syllable 1 of 3. Use a clear /ʃ/ “sh” sound. Keep the final /n/ audible.
dynamic	relating to energy, motion, or change | Pattern: dynamic + noun; be dynamic | Example: The classroom is a dynamic environment in which needs can change quickly. | Pronunciation: IPA (stress shown separately): /daɪnæmɪk/ Stress syllable 2 of 3. Keep /ɪ/ short and relaxed, as in sit. Let /aɪ/ glide smoothly, as in my. Keep the final /k/ audible.
economic	relating to money or trade | Pattern: economic + noun | Example: The proposal considers both educational benefits and economic costs, which helped the manager assign the next responsibility accurately. | Pronunciation: IPA (stress shown separately): /ɛkənɑmɪk/ Stress syllable 3 of 4. Keep /ɪ/ short and relaxed, as in sit. Keep the final /k/ audible.
edition	a version or a batch of a publication in a series | Pattern: edition of + book/publication | Example: The revised edition includes a new chapter on data ethics, which gave the reviewers a clearer basis for evaluating the conclusion. | Pronunciation: IPA (stress shown separately): /ədɪʃən/ Stress syllable 2 of 3. Use a clear /ʃ/ “sh” sound. Keep /ɪ/ short and relaxed, as in sit. Keep the final /n/ audible.
element	the basic principles of a subject of study | Pattern: element of + system/argument | Example: The lesson introduces the basic elements of experimental design, which gave the teacher clearer information for the following lesson. | Pronunciation: IPA (stress shown separately): /ɛləmənt/ Stress syllable 1 of 3. Keep the final /t/ audible.
eliminate	to get rid of, remove, or leave out | Pattern: eliminate + noun | Example: The researchers eliminated several alternative explanations, which gave the people involved a clearer basis for the next step. | Pronunciation: IPA (stress shown separately): /ɪlɪməneɪt/ Stress syllable 2 of 4. Keep /ɪ/ short and relaxed, as in sit. Keep the final /t/ audible.
emerge	to become known, visible, or clear | Pattern: emerge; emerge from + noun | Example: A clear pattern emerged after the data were organized by grade level. | Pronunciation: IPA (stress shown separately): /ɪmɝdʒ/ Stress syllable 2 of 2. Use /dʒ/ “j,” as in job. Keep /ɪ/ short and relaxed, as in sit. Keep the final /dʒ/ audible.
emphasis	the importance or special consideration of something | Pattern: emphasis on + noun/gerund | Example: The course places greater emphasis on explaining reasoning, which gave the teacher clearer information for the following lesson. | Pronunciation: IPA (stress shown separately): /ɛmfəsəs/ Stress syllable 1 of 3. Keep the final /s/ audible.
empirical	based on observation or experiment | Pattern: empirical + noun | Example: The claim should be supported by empirical evidence rather than intuition alone, so the team could interpret the evidence with less uncertainty. | Pronunciation: IPA (stress shown separately): /ɛmpɪrɪkəl/ Stress syllable 2 of 4. Keep /ɪ/ short and relaxed, as in sit. Keep the final /l/ audible.
enable	to make something possible, practical or easy to do | Pattern: enable + person + to + verb | Example: The new software enables teachers to review results more quickly, so the class could connect the idea to the next activity. | Pronunciation: IPA (stress shown separately): /ɛneɪbəl/ Stress syllable 2 of 3. For /b/, close both lips completely. Keep the final /l/ audible.
encounter	to experience or meet something unexpectedly | Pattern: encounter + noun | Example: The team encountered an unexpected problem during the final test, so the team could interpret the evidence with less uncertainty. | Pronunciation: IPA (stress shown separately): /ɪnkaʊntɚ/ Stress syllable 2 of 3. Keep /ɪ/ short and relaxed, as in sit.
energy	power or ability to be physically or mentally active | Pattern: energy from/for + source/use | Example: Because the lesson compared substances according to their chemical structure, the battery stores chemical energy, which the system can convert into electrical power. | Pronunciation: IPA (stress shown separately): /ɛnɚdʒi/ Stress syllable 1 of 3. Use /dʒ/ “j,” as in job.
enforcement	to make or force something to happen or be accepted | Pattern: enforcement of + law/rule | Example: Consistent enforcement of the safety rule reduced laboratory accidents, which gave the reviewers a clearer basis for evaluating the conclusion. | Pronunciation: IPA (stress shown separately): /ɛnfɔrsmənt/ Stress syllable 2 of 3. Keep the final /t/ audible.
enhance	to improve the quality, value, or effectiveness of something | Pattern: enhance + noun | Example: The visual model enhanced students’ understanding of the system, which helped readers connect the diagram to the written argument. | Pronunciation: IPA (stress shown separately): /ɛnhæns/ Stress syllable 2 of 2. Keep the final /s/ audible.
enormous	very big | Pattern: enormous + noun | Example: The project generated an enormous amount of data, so the team could interpret the evidence with less uncertainty. | Pronunciation: IPA (stress shown separately): /ɪnɔrməs/ Stress syllable 2 of 3. Keep /ɪ/ short and relaxed, as in sit. Keep the final /s/ audible.
ensure	to make certain that something will happen | Pattern: ensure + noun; ensure that + clause | Example: Double-check the units to ensure that the calculation is accurate. | Pronunciation: IPA (stress shown separately): /ɛnʃʊr/ Stress syllable 2 of 2. Use a clear /ʃ/ “sh” sound. Keep the final /r/ audible.
entity	things, real or abstract, which exist independently | Pattern: entity in + system; entity that + clause | Example: The database treats students and courses as separate entities, which gave the teacher clearer information for the following lesson. | Pronunciation: IPA (stress shown separately): /ɛntəti/ Stress syllable 1 of 3.
environment	the conditions one lives in and their effects | Pattern: environment for + noun; environment in which | Example: A supportive classroom environment encourages students to ask questions, which gave the teacher clearer information for the following lesson. | Pronunciation: IPA (stress shown separately): /ɪnvaɪrənmənt/ Stress syllable 2 of 4. For /v/, touch the upper teeth to the lower lip; do not replace it with /b/. Keep /ɪ/ short and relaxed, as in sit. Let /aɪ/ glide smoothly, as in my. Keep the final /t/ audible.
equation	a statement showing the equivalence of two things | Pattern: equation for + relationship; equation with + variables | Example: The equation shows the relationship between distance, rate, and time. | Pronunciation: IPA (stress shown separately): /ɪkweɪʒən/ Stress syllable 2 of 3. Use /ʒ/ “zh,” as in measure. For /w/, round the lips; do not touch the teeth. Keep /ɪ/ short and relaxed, as in sit. Keep the final /n/ audible.
equipment	necessary items for a particular activity of purpose | Pattern: equipment for + activity | Example: The laboratory equipment must be inspected before each semester, so the team could interpret the evidence with less uncertainty. | Pronunciation: IPA (stress shown separately): /ɪkwɪpmənt/ Stress syllable 2 of 3. For /w/, round the lips; do not touch the teeth. Keep /ɪ/ short and relaxed, as in sit. Keep the final /t/ audible.
equivalent	being equal to or effectively the same as | Pattern: equivalent + noun; be equivalent to + noun | Example: The two formulas are equivalent under the stated conditions, which gave the reviewers a clearer basis for evaluating the conclusion. | Pronunciation: IPA (stress shown separately): /ɪkwɪvələnt/ Stress syllable 2 of 4. For /v/, touch the upper teeth to the lower lip; do not replace it with /b/. For /w/, round the lips; do not touch the teeth. Keep /ɪ/ short and relaxed, as in sit. Keep the final /t/ audible.
erosion	gradual weakening or damage caused by nature | Pattern: erosion of + material/value | Example: Water erosion gradually removed soil from the hillside, which gave the reviewers a clearer basis for evaluating the conclusion. | Pronunciation: IPA (stress shown separately): /ɪroʊʒən/ Stress syllable 2 of 3. Use /ʒ/ “zh,” as in measure. Keep /ɪ/ short and relaxed, as in sit. Keep the final /n/ audible.
error	mistake or wrong decision | Pattern: error in + calculation; error of + amount | Example: A rounding error changed the final result slightly, which gave the reviewers a clearer basis for evaluating the conclusion. | Pronunciation: IPA (stress shown separately): /ɛrɚ/ Stress syllable 1 of 2.
establish	to create, set, or demonstrate something clearly | Pattern: establish + noun; establish that + clause | Example: The pilot study established a baseline for future comparisons, so the team could interpret the evidence with less uncertainty. | Pronunciation: IPA (stress shown separately): /ɪstæblɪʃ/ Stress syllable 2 of 3. Use a clear /ʃ/ “sh” sound. For /b/, close both lips completely. Keep /ɪ/ short and relaxed, as in sit. Keep the final /ʃ/ audible.
estate	all of a person's property or wealth | Pattern: estate of + person | Example: The will explains how the estate will be divided among the heirs, which gave the people involved a clearer basis for the next step. | Pronunciation: IPA (stress shown separately): /ɪsteɪt/ Stress syllable 2 of 2. Keep /ɪ/ short and relaxed, as in sit. Keep the final /t/ audible.
estimate	a guess of the size, number or amount of something | Pattern: estimate of + amount | Example: The initial estimate was lower than the actual project cost, so the group could make the next decision with clearer information. | Pronunciation: IPA (stress shown separately): /ɛstəmət/ Stress syllable 1 of 3. Keep the final /t/ audible.
ethical	morally right | Pattern: ethical + noun; be ethical | Example: Researchers must address ethical concerns before collecting personal data, which gave the reviewers a clearer basis for evaluating the conclusion. | Pronunciation: IPA (stress shown separately): /ɛθɪkəl/ Stress syllable 1 of 3. Keep /ɪ/ short and relaxed, as in sit. Keep the final /l/ audible.
ethnic	of a national, racial, religious or linguistic group | Pattern: ethnic + noun | Example: The survey included participants from several ethnic groups, which gave the people involved a clearer basis for the next step. | Pronunciation: IPA (stress shown separately): /ɛθnɪk/ Stress syllable 1 of 2. Keep /ɪ/ short and relaxed, as in sit. Keep the final /k/ audible.
evaluation	judgment of the value or quality of something | Pattern: evaluation of + program/performance | Example: The evaluation found that the program improved attendance but not test scores. | Pronunciation: IPA (stress shown separately): /ɪvæljueɪʃən/ Stress syllable 4 of 5. Use a clear /ʃ/ “sh” sound. For /v/, touch the upper teeth to the lower lip; do not replace it with /b/. Keep /ɪ/ short and relaxed, as in sit. Keep the final /n/ audible.
eventually	finally, or ultimately | Pattern: eventually + verb | Example: After several revisions, the team eventually reached an agreement. | Pronunciation: IPA (stress shown separately): /ɪvɛntʃəwəli/ Stress syllable 2 of 5. Use a crisp /tʃ/ “ch” sound. For /v/, touch the upper teeth to the lower lip; do not replace it with /b/. For /w/, round the lips; do not touch the teeth. Keep short /ɪ/ distinct from long /i/.
evidence	one or more reasons for believing something | Pattern: evidence of/for + noun; evidence that + clause | Example: The committee requested stronger evidence before changing the policy, so the people affected could understand the practical consequence. | Pronunciation: IPA (stress shown separately): /ɛvədəns/ Stress syllable 1 of 3. For /v/, touch the upper teeth to the lower lip; do not replace it with /b/. Keep the final /s/ audible.
evolution	a gradual process of development or change | Pattern: evolution of + system/idea | Example: The course examines the evolution of scientific ideas over time, which gave the teacher clearer information for the following lesson. | Pronunciation: IPA (stress shown separately): /ɛvəluʃən/ Stress syllable 3 of 4. Use a clear /ʃ/ “sh” sound. For /v/, touch the upper teeth to the lower lip; do not replace it with /b/. Keep the final /n/ audible.
exceed	to be more than a number, amount or allowed limit | Pattern: exceed + noun | Example: Actual costs may exceed the original estimate, which gave the people involved a clearer basis for the next step. | Pronunciation: IPA (stress shown separately): /ɪksid/ Stress syllable 2 of 2. Keep short /ɪ/ distinct from long /i/. Keep the final /d/ audible.
exclude	to deliberately leave something or someone out | Pattern: exclude + noun + from + noun | Example: Incomplete surveys were excluded from the final analysis, so the team could interpret the evidence with less uncertainty. | Pronunciation: IPA (stress shown separately): /ɪksklud/ Stress syllable 2 of 2. Keep /ɪ/ short and relaxed, as in sit. Keep the final /d/ audible.
exhibit	to show. display or reveal | Pattern: exhibit + noun | Example: The material exhibits different properties at high temperatures, which gave the people involved a clearer basis for the next step. | Pronunciation: IPA (stress shown separately): /ɪɡzɪbɪt/ Stress syllable 2 of 3. For /b/, close both lips completely. Keep /ɪ/ short and relaxed, as in sit. Keep the final /t/ audible.
expansion	an increase in size of something | Pattern: expansion of/into + noun | Example: The district approved the expansion of the career-technical program, which gave the teacher clearer information for the following lesson. | Pronunciation: IPA (stress shown separately): /ɪkspænʃən/ Stress syllable 2 of 3. Use a clear /ʃ/ “sh” sound. Keep /ɪ/ short and relaxed, as in sit. Keep the final /n/ audible.
expert	a person with great skill or knowledge of a subject | Pattern: expert in/on + field | Example: The school consulted an expert in laboratory safety, so the class could connect the idea to the next activity. | Pronunciation: IPA (stress shown separately): /ɛkspɚt/ Stress syllable 1 of 2. Keep the final /t/ audible.
explicit	clear and detailed, not implicit | Pattern: explicit + noun; be explicit about + noun | Example: The instructions were explicit about the required format and deadline, so the group could make the next decision with clearer information. | Pronunciation: IPA (stress shown separately): /ɪksplɪsət/ Stress syllable 2 of 3. Keep /ɪ/ short and relaxed, as in sit. Keep the final /t/ audible.
exploitation	good use of resources, or unfair use of people | Pattern: exploitation of + people/resources | Example: The policy aims to prevent the exploitation of temporary workers, which allowed the board to explain the decision more transparently. | Pronunciation: IPA (stress shown separately): /ɛksplɔɪteɪʃən/ Stress syllable 3 of 4. Use a clear /ʃ/ “sh” sound. Keep the final /n/ audible.
export	to send goods to another country | Pattern: export + noun + to/as + format | Example: The teacher exported the grade report as a spreadsheet, so the class could connect the idea to the next activity. | Pronunciation: IPA (stress shown separately): /ɛkspɔrt/ Stress syllable 1 of 2. Keep the final /t/ audible.
exposure	being affected by something in a particular place | Pattern: exposure to + noun | Example: Repeated exposure to new vocabulary improves recognition but not necessarily recall, which gave the reviewers a clearer basis for evaluating the conclusion. | Pronunciation: IPA (stress shown separately): /ɪkspoʊʒɚ/ Stress syllable 2 of 3. Use /ʒ/ “zh,” as in measure. Keep /ɪ/ short and relaxed, as in sit.
external	relating to or existing outside | Pattern: external + noun | Example: External funding allowed the school to purchase new laboratory equipment, which allowed leaders to direct limited resources toward the highest-priority work. | Pronunciation: IPA (stress shown separately): /ɪkstɝnəl/ Stress syllable 2 of 3. Keep /ɪ/ short and relaxed, as in sit. Keep the final /l/ audible.
extract	to get from source, pull out, or get by force | Pattern: extract + noun + from + noun | Example: Students extracted the relevant values from the table, so the class could connect the idea to the next activity. | Pronunciation: IPA (stress shown separately): /ɪkstrækt/ Stress syllable 2 of 2. Keep /ɪ/ short and relaxed, as in sit. Keep the final /t/ audible.
facilitate	to make something easy or easier to do | Pattern: facilitate + noun | Example: Clear sentence frames can facilitate productive classroom discussion, so the class could connect the idea to the next activity. | Pronunciation: IPA (stress shown separately): /fəsɪləteɪt/ Stress syllable 2 of 4. Keep /ɪ/ short and relaxed, as in sit. Keep the final /t/ audible.
factor	facts which contribute to the result of something | Pattern: factor affecting + noun; factor that + clause | Example: Several factors contributed to the decline in attendance, so the team could interpret the evidence with less uncertainty. | Pronunciation: IPA (stress shown separately): /fæktɚ/ Stress syllable 1 of 2.
feature	the important or typical parts of something | Pattern: feature of + product/system | Example: The software’s accessibility features support users with visual impairments, which gave the people involved a clearer basis for the next step. | Pronunciation: IPA (stress shown separately): /fitʃɚ/ Stress syllable 1 of 2. Use a crisp /tʃ/ “ch” sound.
federal	relating to a central government | Pattern: federal + noun | Example: Federal regulations require schools to protect certain student records, which gave the teacher clearer information for the following lesson. | Pronunciation: IPA (stress shown separately): /fɛdɚəl/ Stress syllable 1 of 3. Keep the final /l/ audible.
fee	an amount of money paid for a piece of work or service | Pattern: fee for + service | Example: Students may request a waiver of application fees, which gave the teacher clearer information for the following lesson. | Pronunciation: IPA (stress shown separately): /fi/ Stress syllable 1 of 1.
file	to store in order or record officially | Pattern: file + noun + with + organization | Example: The organization filed the required report before the deadline, so the group could make the next decision with clearer information. | Pronunciation: IPA (stress shown separately): /faɪl/ Stress syllable 1 of 1. Let /aɪ/ glide smoothly, as in my. Keep the final /l/ audible.
final	last | Pattern: final + noun | Example: The committee will make a final decision after the public comment period, so the people affected could understand the practical consequence. | Pronunciation: IPA (stress shown separately): /faɪnəl/ Stress syllable 1 of 2. Let /aɪ/ glide smoothly, as in my. Keep the final /l/ audible.
financial	relating to the management of money | Pattern: financial + noun | Example: The district reviewed the financial impact before approving the program, so the class could connect the idea to the next activity. | Pronunciation: IPA (stress shown separately): /fənænʃəl/ Stress syllable 2 of 3. Use a clear /ʃ/ “sh” sound. Keep the final /l/ audible.
finite	countable, or having an end or limit | Pattern: finite + noun; be finite | Example: The project has a finite budget and a fixed deadline, so decision makers could see how the available resources would support the stated goal. | Pronunciation: IPA (stress shown separately): /faɪnaɪt/ Stress syllable 1 of 2. Let /aɪ/ glide smoothly, as in my. Keep the final /t/ audible.
flexibility	ability to bend, change or be changed | Pattern: flexibility in + noun; flexibility to + verb | Example: The revised schedule gives teachers more flexibility, which gave the teacher clearer information for the following lesson. | Pronunciation: IPA (stress shown separately): /flɛksəbɪləti/ Stress syllable 3 of 5. For /b/, close both lips completely. Keep short /ɪ/ distinct from long /i/.
fluctuation	irregular variations, or rises and falls | Pattern: fluctuation in + value | Example: Daily fluctuations in temperature affected the measurements, so the team had stronger evidence before drawing a conclusion. | Pronunciation: IPA (stress shown separately): /flʌktʃueɪʃən/ Stress syllable 3 of 4. Use a clear /ʃ/ “sh” sound. Use a crisp /tʃ/ “ch” sound. Keep the final /n/ audible.
focus	the center of interest, activity, or attention | Pattern: focus of + discussion; focus on + topic | Example: The main focus of the meeting was student attendance, which gave the teacher clearer information for the following lesson. | Pronunciation: IPA (stress shown separately): /foʊkəs/ Stress syllable 1 of 2. Keep the final /s/ audible.
format	arrangement, layout or plan | Pattern: format for + document; in + format | Example: Submit the assignment in PDF format, so the class could connect the idea to the next activity. | Pronunciation: IPA (stress shown separately): /fɔrmæt/ Stress syllable 1 of 2. Keep the final /t/ audible.
formula	a standard way of making or doing something | Pattern: formula for + calculation | Example: Students used the formula to calculate the area of the circle, so the class could connect the idea to the next activity. | Pronunciation: IPA (stress shown separately): /fɔrmjələ/ Stress syllable 1 of 3.
forthcoming	happening soon | Pattern: forthcoming + noun; be forthcoming | Example: The forthcoming report will include results from the second year of the study, so the team could interpret the evidence with less uncertainty. | Pronunciation: IPA (stress shown separately): /fɔrθkʌmɪŋ/ Stress syllable 1 of 3. Keep /ɪ/ short and relaxed, as in sit. Keep the final /ŋ/ audible.
foundation	a basic principle or structure on which something is built | Pattern: foundation for/of + noun | Example: Trust is the foundation of an effective partnership, which gave the people involved a clearer basis for the next step. | Pronunciation: IPA (stress shown separately): /faʊndeɪʃən/ Stress syllable 2 of 3. Use a clear /ʃ/ “sh” sound. Keep the final /n/ audible.
found	to establish an organization or institution | Pattern: found + noun; be found by/in | Example: The nonprofit was founded by a group of local educators, which gave the people involved a clearer basis for the next step. | Pronunciation: IPA (stress shown separately): /faʊnd/ Stress syllable 1 of 1. Keep the final /d/ audible.
framework	an outline or basic description of a complex process | Pattern: framework for + noun/gerund | Example: The framework connects learning goals, activities, and assessments, so the class could connect the idea to the next activity. | Pronunciation: IPA (stress shown separately): /freɪmwɝk/ Stress syllable 1 of 2. For /w/, round the lips; do not touch the teeth. Keep the final /k/ audible.
function	the purpose of something, or the duty of a person | Pattern: function of + object; function is to + verb | Example: The function of the sensor is to detect changes in pressure, which gave the people involved a clearer basis for the next step. | Pronunciation: IPA (stress shown separately): /fʌŋkʃən/ Stress syllable 1 of 2. Use a clear /ʃ/ “sh” sound. Keep the final /n/ audible.
fundamental	basic, central, or more important than anything else | Pattern: fundamental + noun; be fundamental to + noun | Example: Measurement is a fundamental part of scientific investigation, which reduced uncertainty about whether the first result was reliable. | Pronunciation: IPA (stress shown separately): /fʌndəmɛntəl/ Stress syllable 3 of 4. Keep the final /l/ audible.
fund	money available for a specific purpose | Pattern: fund for + purpose | Example: The grant provides funds for teacher training and equipment, so decision makers could see how the available resources would support the stated goal. | Pronunciation: IPA (stress shown separately): /fʌnd/ Stress syllable 1 of 1. Keep the final /d/ audible.
furthermore	in addition | Pattern: furthermore, + clause | Example: The proposal is affordable; furthermore, it can be implemented quickly. | Pronunciation: IPA (stress shown separately): /fɝðɚmɔr/ Stress syllable 1 of 3. Keep the final /r/ audible.
gender	condition of being male of female | Pattern: gender of + person; differences by gender | Example: The survey asks participants to report their gender voluntarily, which reduced the chance that readers would misinterpret the message. | Pronunciation: IPA (stress shown separately): /dʒɛndɚ/ Stress syllable 1 of 2. Use /dʒ/ “j,” as in job.
generate	to produce or cause something to exist | Pattern: generate + noun | Example: The simulation generated results that matched the observed pattern. | Pronunciation: IPA (stress shown separately): /dʒɛnɚeɪt/ Stress syllable 1 of 3. Use /dʒ/ “j,” as in job. Keep the final /t/ audible.
generation	the production of energy, data, or another output | Pattern: generation of + people/energy | Example: The current generation of students has grown up with mobile technology, so the class could connect the idea to the next activity. | Pronunciation: IPA (stress shown separately): /dʒɛnɚeɪʃən/ Stress syllable 3 of 4. Use a clear /ʃ/ “sh” sound. Use /dʒ/ “j,” as in job. Keep the final /n/ audible.
global	relating to the whole world | Pattern: global + noun | Example: The lesson connects local water use to global environmental trends, so the class could connect the idea to the next activity. | Pronunciation: IPA (stress shown separately): /ɡloʊbəl/ Stress syllable 1 of 2. For /b/, close both lips completely. Keep the final /l/ audible.
